classname,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs 
org::eclipse::jdt::internal::core::JavaElementDeltaBuilder,48,6,0,7,1148.0,464.0,239.167,1122.0,464.0,23.375,26.0,49.0,0.541667,367.0,823.712,0,0,0,0,0
org::eclipse::jdt::internal::core::ClassFileWorkingCopy,65,5,0,8,646.0,64.0,993.846,1489.0,625.0,229.077,-843.0,34.0,-129.692,328.143,96.705,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::AllocationExpression,96,11,0,10,1711.0,272.0,178.229,1509.0,290.0,157.187,202.0,50.0,210.417,367.0,115.101,1,0,0,0,0
org::eclipse::jdt::internal::compiler::SourceElementNotifier,2,0,0,2,10.0,10.0,5.0,4.0,4.0,2.0,6.0,6.0,3.0,147.143,5.0,0,0,0,0,0
org::eclipse::jdt::core::dom::ASTVisitor,35,7,0,9,5188.0,1713.0,148.229,939.0,434.0,268.286,4249.0,1511.0,121.4,333.143,105.181,0,0,0,0,0
org::eclipse::jdt::internal::core::util::BindingKeyParser,40,4,0,4,1012.0,232.0,25.3,469.0,78.0,11.725,543.0,154.0,13.575,175.714,410.707,0,0,0,0,0
org::eclipse::jdt::core::dom::Modifier,36,9,0,7,1462.0,425.0,406.111,665.0,315.0,184.722,797.0,270.0,221.389,333.143,120.387,0,0,0,0,0
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEvent,7,3,0,4,9.0,3.0,128.571,9.0,3.0,128.571,0.0,0.0,0.0,220.143,450.952,0,0,0,0,0
org::eclipse::jdt::internal::core::util::MethodInfo,24,7,0,5,251.0,67.0,104.583,172.0,51.0,716.667,79.0,20.0,329.167,322.714,78.992,0,0,0,0,0
org::eclipse::jdt::internal::core::builder::AbstractImageBuilder,150,14,0,11,2422.0,411.0,161.467,1764.0,411.0,11.76,658.0,151.0,438.667,329.0,135.043,2,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::NullLiteral,27,6,0,5,174.0,52.0,644.444,161.0,52.0,596.296,13.0,8.0,0.481481,367.0,78.014,0,0,0,0,0
org::eclipse::jdt::internal::compiler::flow::InsideSubRoutineFlowContext,27,3,0,5,185.0,41.0,685.185,145.0,41.0,537.037,40.0,16.0,148.148,367.0,888.672,0,0,0,0,0
org::eclipse::jdt::internal::compiler::util::ObjectVector,35,5,0,6,391.0,131.0,111.714,329.0,131.0,9.4,62.0,32.0,177.143,367.0,380.018,0,0,0,0,0
org::eclipse::jdt::core::dom::AnonymousClassDeclaration,27,8,0,8,168.0,57.0,622.222,46.0,6.0,17.037,122.0,53.0,451.852,328.143,102.19,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::QualifiedTypeReference,70,5,0,9,421.0,62.0,601.429,333.0,62.0,475.714,88.0,32.0,125.714,367.0,128.918,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::OR_OR_Expression,50,5,0,6,1636.0,295.0,32.72,1804.0,321.0,36.08,-168.0,18.0,-3.36,367.0,641.712,0,0,0,0,0
org::eclipse::jdt::internal::core::util::SourceFileAttribute,13,4,0,5,30.0,9.0,230.769,49.0,10.0,376.923,-19.0,0.0,-146.154,322.714,494.905,0,0,0,0,0
org::eclipse::jdt::core::dom::Expression,14,5,0,7,192.0,79.0,137.143,130.0,79.0,928.571,62.0,32.0,442.857,333.143,100.571,0,0,0,0,0
org::eclipse::jdt::internal::compiler::util::Messages,18,9,0,4,237.0,200.0,131.667,69.0,43.0,383.333,168.0,157.0,933.333,166.714,98.692,0,0,0,0,0
org::eclipse::jdt::internal::core::CopyElementsOperation,57,6,0,7,667.0,263.0,117.018,663.0,263.0,116.316,4.0,14.0,0.0701754,367.0,622.949,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::SynchronizedStatement,66,12,0,7,946.0,169.0,143.333,862.0,169.0,130.606,84.0,22.0,127.273,367.0,104.98,0,0,0,0,0
org::eclipse::jdt::internal::core::RenameElementsOperation,31,3,0,6,185.0,83.0,596.774,190.0,83.0,612.903,-5.0,6.0,-0.16129,367.0,51.556,0,0,0,0,0
org::eclipse::jdt::internal::core::jdom::DOMImport,39,5,0,7,514.0,158.0,131.795,464.0,158.0,118.974,50.0,25.0,128.205,367.0,539.778,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::SingleTypeReference,46,5,0,9,355.0,65.0,771.739,321.0,65.0,697.826,34.0,11.0,0.73913,367.0,108.363,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::InternalCompletionProposal,12,2,0,4,117.0,43.0,9.75,230.0,105.0,191.667,-113.0,7.0,-941.667,191.714,383.492,1,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::UnaryExpression,63,7,0,8,1269.0,287.0,201.429,1232.0,287.0,195.556,37.0,24.0,0.587302,367.0,483.928,0,0,0,0,0
org::eclipse::jdt::core::dom::ASTRecoveryPropagator,9,2,0,3,388.0,267.0,431.111,20.0,11.0,222.222,368.0,256.0,408.889,126.0,230.066,0,0,0,0,0
org::eclipse::jdt::core::Flags,48,5,0,8,928.0,293.0,193.333,639.0,293.0,133.125,289.0,68.0,602.083,367.0,813.798,0,0,0,0,0
org::eclipse::jdt::internal::core::CreatePackageDeclarationOperation,40,4,0,7,326.0,134.0,8.15,323.0,134.0,8.075,3.0,14.0,0.075,367.0,651.613,0,0,0,0,0
org::eclipse::jdt::internal::compiler::problem::AbortMethod,18,3,0,5,64.0,25.0,355.556,51.0,25.0,283.333,13.0,6.0,0.722222,367.0,936.473,0,0,0,0,0
org::eclipse::jdt::internal::core::JavaElementDelta,69,5,0,7,2270.0,728.0,328.986,2019.0,728.0,292.609,251.0,98.0,363.768,367.0,561.678,0,0,0,0,0
org::eclipse::jdt::core::dom::WhileStatement,40,13,0,7,501.0,174.0,12.525,295.0,174.0,7.375,206.0,74.0,5.15,333.143,725.264,0,0,0,0,0
org::eclipse::jdt::core::dom::InstanceofExpression,35,12,0,7,297.0,92.0,848.571,117.0,18.0,334.286,180.0,74.0,514.286,321.0,915.094,0,0,0,0,0
org::eclipse::jdt::internal::compiler::impl::CharConstant,34,6,0,6,203.0,54.0,597.059,225.0,54.0,661.765,-22.0,4.0,-0.647059,367.0,691.696,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::LocalTypeBinding,62,7,0,9,711.0,106.0,114.677,516.0,117.0,832.258,195.0,28.0,314.516,367.0,133.266,0,0,0,0,0
org::eclipse::jdt::internal::compiler::impl::CompilerOptions,233,26,0,11,10114.0,619.0,434.077,8989.0,619.0,385.794,1125.0,300.0,482.833,367.0,718.777,1,0,0,0,0
org::eclipse::jdt::internal::core::eval::RequestorWrapper,24,3,0,6,146.0,65.0,608.333,150.0,65.0,6.25,-4.0,4.0,-0.166667,367.0,655.724,0,0,0,0,0
org::eclipse::jdt::internal::compiler::parser::ScannerHelper,22,9,0,4,584.0,155.0,265.455,365.0,102.0,165.909,219.0,53.0,995.454,173.429,404.474,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::MultiTypeDeclarationPattern,15,5,0,3,182.0,53.0,121.333,92.0,54.0,613.333,90.0,52.0,6.0,169.571,345.275,1,0,0,0,0
org::eclipse::jdt::internal::core::SelectionRequestor,90,6,0,9,2364.0,335.0,262.667,1422.0,335.0,15.8,942.0,149.0,104.667,367.0,140.613,0,0,0,0,0
org::eclipse::jdt::core::dom::FieldDeclaration,59,16,0,8,821.0,243.0,139.153,531.0,243.0,9.0,290.0,170.0,491.525,333.143,78.58,0,0,0,0,0
org::eclipse::jdt::internal::eval::GlobalVariable,26,4,0,4,197.0,69.0,757.692,198.0,69.0,761.538,-1.0,9.0,-0.0384615,367.0,350.812,0,0,0,0,0
org::eclipse::jdt::core::dom::MemberValuePairBinding,6,5,0,2,74.0,50.0,123.333,30.0,16.0,5.0,44.0,34.0,733.333,122.714,560.985,0,0,0,0,0
org::eclipse::jdt::internal::core::hierarchy::TypeHierarchy,122,7,0,8,4457.0,1312.0,365.328,4192.0,1312.0,343.607,265.0,357.0,217.213,367.0,592.385,1,1,0,0,0
org::eclipse::jdt::internal::compiler::lookup::ParameterizedTypeBinding,184,8,0,10,4159.0,756.0,226.033,2077.0,203.0,11.288,2082.0,756.0,113.152,230.857,48.756,2,0,1,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnArgumentName,15,4,0,6,57.0,20.0,3.8,43.0,14.0,286.667,14.0,8.0,0.933333,325.143,711.905,0,0,0,0,0
org::eclipse::jdt::internal::eval::CodeSnippetTypeDeclaration,23,6,0,5,225.0,83.0,978.261,221.0,83.0,96.087,4.0,6.0,0.173913,367.0,794.641,0,0,0,0,0
org::eclipse::jdt::internal::eval::EvaluationResult,29,3,0,4,581.0,232.0,200.345,595.0,232.0,205.172,-14.0,5.0,-0.482759,367.0,333.142,0,0,0,0,0
org::eclipse::jdt::internal::core::search::indexing::IndexingParser,3,1,0,2,5.0,4.0,166.667,2.0,1.0,0.666667,3.0,3.0,1.0,118.857,590.571,0,0,0,0,0
org::eclipse::jdt::core::JDTCompilerAdapter,80,31,0,7,1561.0,247.0,195.125,924.0,145.0,11.55,637.0,223.0,79.625,318.143,122.75,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::CompletionRequestorWrapper,7,3,0,3,33.0,17.0,471.429,32.0,17.0,457.143,1.0,1.0,0.142857,191.714,750.216,1,0,0,0,0
org::eclipse::jdt::internal::core::CreateElementInCUOperation,52,7,0,6,1072.0,316.0,206.154,1049.0,316.0,201.731,23.0,17.0,0.442308,367.0,707.504,0,0,0,0,0
org::eclipse::jdt::internal::core::dom::rewrite::ListRewriteEvent,11,5,0,6,80.0,31.0,727.273,76.0,31.0,690.909,4.0,4.0,0.363636,220.143,309.089,0,0,0,0,0
org::eclipse::jdt::core::dom::Assignment,39,15,0,7,701.0,321.0,179.744,460.0,321.0,117.949,241.0,100.0,617.949,333.143,631.528,0,0,0,0,0
org::eclipse::jdt::core::dom::NullLiteral,30,9,0,7,201.0,76.0,6.7,115.0,76.0,383.333,86.0,37.0,286.667,333.143,729.204,0,0,0,0,0
org::eclipse::jdt::internal::core::JavaElement,156,16,0,7,3080.0,677.0,197.436,2705.0,677.0,173.397,375.0,128.0,240.385,367.0,861.558,1,0,0,0,0
org::eclipse::jdt::internal::formatter::comment::CommentLine,5,2,0,2,23.0,9.0,4.6,3.0,2.0,0.6,20.0,9.0,4.0,168.857,344.472,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMessageSend,37,5,0,6,270.0,69.0,72.973,243.0,69.0,656.757,27.0,10.0,0.72973,367.0,669.688,0,0,0,0,0
org::eclipse::jdt::core::dom::ArrayInitializer,27,9,0,7,265.0,104.0,981.481,149.0,104.0,551.852,116.0,53.0,42.963,333.143,737.757,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::impl::AssistTypeParameter,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.143,0,0,0,0,0,0
org::eclipse::jdt::internal::formatter::align::AlignmentException,11,1,0,5,20.0,6.0,181.818,15.0,6.0,136.364,5.0,2.0,0.454545,264.857,581.571,0,0,0,0,0
org::eclipse::jdt::core::CompletionFlags,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.714,0,0,0,0,0,0
org::eclipse::jdt::core::compiler::CategorizedProblem,23,4,0,5,198.0,57.0,86.087,146.0,29.0,634.783,52.0,50.0,226.087,140.571,382.857,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::AbstractMethodDeclaration,126,16,0,10,2188.0,397.0,173.651,2009.0,397.0,159.444,179.0,53.0,142.063,367.0,677.641,0,0,0,0,0
org::eclipse::jdt::internal::core::util::Messages,26,7,0,5,57.0,10.0,219.231,24.0,8.0,0.923077,33.0,10.0,126.923,166.571,552.957,1,0,0,0,0
org::eclipse::jdt::internal::core::CreateFieldOperation,42,8,0,7,334.0,103.0,795.238,278.0,103.0,661.905,56.0,18.0,133.333,367.0,974.341,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocQualifiedTypeReference,4,0,0,1,25.0,16.0,6.25,3.0,3.0,0.75,22.0,13.0,5.5,140.143,184.571,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnLocalName,18,6,0,6,106.0,42.0,588.889,79.0,42.0,438.889,27.0,10.0,1.5,347.857,806.752,0,0,0,0,0
org::eclipse::jdt::core::dom::rewrite::ImportRewrite,16,3,0,5,110.0,59.0,6.875,86.0,45.0,5.375,24.0,54.0,1.5,127.714,163.779,0,0,0,0,0
org::eclipse::jdt::core::formatter::CodeFormatterApplication,15,9,0,3,64.0,28.0,426.667,61.0,25.0,406.667,3.0,26.0,0.2,123.571,530.201,0,0,0,0,0
org::eclipse::jdt::internal::core::BecomeWorkingCopyOperation,24,3,0,7,71.0,11.0,295.833,71.0,14.0,295.833,0.0,7.0,0.0,261.571,27.662,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::UnresolvedAnnotationBinding,4,2,0,3,54.0,26.0,13.5,18.0,8.0,4.5,36.0,18.0,9.0,127.0,356.984,1,0,1,0,0
org::eclipse::jdt::core::compiler::batch::BatchCompiler,3,1,0,2,11.0,6.0,366.667,9.0,6.0,3.0,2.0,2.0,0.666667,125.714,324.675,0,0,0,0,0
org::eclipse::jdt::internal::core::util::SimpleDocument,10,3,0,4,42.0,20.0,4.2,51.0,32.0,5.1,-9.0,1.0,-0.9,245.571,182.007,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::ConstructorPattern,55,4,0,7,792.0,127.0,14.4,845.0,170.0,153.636,-53.0,124.0,-0.963636,258.143,624.695,1,0,0,0,0
org::eclipse::jdt::core::dom::RecoveredTypeBinding,12,8,0,3,238.0,73.0,198.333,83.0,26.0,691.667,155.0,57.0,129.167,657.143,248.962,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::CastExpression,156,13,0,7,3003.0,501.0,19.25,2591.0,474.0,16.609,412.0,72.0,264.103,367.0,168.204,1,0,0,0,0
org::eclipse::jdt::internal::core::ClassFileInfo,53,5,0,6,588.0,183.0,110.943,550.0,183.0,103.774,38.0,34.0,0.716981,367.0,737.826,1,0,0,0,0
org::eclipse::jdt::internal::core::DeltaProcessor,368,22,0,11,11891.0,1854.0,323.125,9805.0,1854.0,26.644,2086.0,271.0,566.848,367.0,857.021,2,0,0,0,0
org::eclipse::jdt::core::dom::TypeDeclaration,71,19,0,8,2297.0,522.0,323.521,1677.0,522.0,236.197,620.0,348.0,873.239,333.143,853.538,0,0,0,0,0
org::eclipse::jdt::internal::compiler::codegen::ConstantPool,80,20,0,7,14750.0,3120.0,184.375,16495.0,3120.0,206.188,-1745.0,531.0,-218.125,367.0,814.591,1,0,0,0,0
org::eclipse::jdt::core::dom::VariableDeclarationExpression,56,13,0,7,904.0,218.0,161.429,474.0,218.0,846.429,430.0,132.0,767.857,333.143,877.539,0,0,0,0,0
org::eclipse::jdt::internal::compiler::classfmt::ElementValuePairInfo,4,1,0,3,103.0,54.0,25.75,1.0,1.0,0.25,102.0,54.0,25.5,164.714,186.144,0,0,0,0,0
org::eclipse::jdt::internal::compiler::util::FloatUtil,4,4,0,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,194.0,411.429,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::NestedTypeBinding,27,4,0,5,700.0,202.0,259.259,725.0,216.0,268.519,-25.0,17.0,-0.925926,367.0,46.851,1,0,0,0,0
org::eclipse::jdt::internal::core::ResolvedSourceField,8,3,0,4,28.0,7.0,3.5,18.0,5.0,2.25,10.0,6.0,1.25,175.0,34.148,0,0,0,0,0
org::eclipse::jdt::internal::compiler::SourceElementRequestorAdapter,29,5,0,7,209.0,48.0,72.069,245.0,79.0,844.828,-36.0,36.0,-124.138,222.857,477.457,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::InternalExtendedCompletionContext,4,0,0,1,58.0,21.0,14.5,6.0,3.0,1.5,52.0,19.0,13.0,147.143,729.557,2,0,2,0,0
org::eclipse::jdt::internal::compiler::ast::AbstractVariableDeclaration,42,8,0,7,319.0,45.0,759.524,213.0,38.0,507.143,106.0,37.0,252.381,367.0,947.886,0,0,0,0,0
org::eclipse::jdt::core::dom::AnnotationTypeMemberDeclaration,33,8,0,5,956.0,256.0,289.697,112.0,13.0,339.394,844.0,256.0,255.758,226.0,254.752,0,0,0,0,0
org::eclipse::jdt::internal::compiler::parser::TypeConverter,2,0,0,2,8.0,8.0,4.0,3.0,3.0,1.5,5.0,5.0,2.5,107.143,671.429,0,0,0,0,0
org::eclipse::jdt::internal::core::util::VerificationInfo,4,2,0,2,2.0,1.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,135.0,221.429,0,0,0,0,0
org::eclipse::jdt::internal::core::SimpleDelta,6,3,0,3,8.0,4.0,133.333,8.0,4.0,133.333,0.0,0.0,0.0,245.857,734.821,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::impl::AssistSourceMethod,2,0,0,1,12.0,12.0,6.0,1.0,1.0,0.5,11.0,11.0,5.5,147.143,957.143,0,0,0,0,0
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfo,7,1,0,3,223.0,114.0,318.571,10.0,7.0,142.857,213.0,114.0,304.286,164.714,215.868,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::IntersectingPattern,3,1,0,2,3.0,2.0,1.0,2.0,1.0,0.666667,1.0,1.0,0.333333,498.571,191.429,1,0,0,0,0
org::eclipse::jdt::internal::compiler::problem::AbortCompilationUnit,19,3,0,5,76.0,25.0,4.0,51.0,25.0,268.421,25.0,12.0,131.579,367.0,118.041,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnArgumentName,20,5,0,6,112.0,50.0,5.6,90.0,50.0,4.5,22.0,10.0,1.1,347.857,638.724,0,0,0,0,0
org::eclipse::jdt::core::NamingConventions,39,7,0,9,1312.0,242.0,33.641,812.0,258.0,208.205,500.0,201.0,128.205,288.143,284.435,2,0,0,0,0
org::eclipse::jdt::internal::core::OverflowingLRUCache,52,4,0,6,909.0,426.0,174.808,936.0,426.0,18.0,-27.0,7.0,-0.519231,367.0,509.054,0,0,0,0,0
org::eclipse::jdt::internal::core::SourceMethodElementInfo,29,5,0,6,365.0,100.0,125.862,343.0,100.0,118.276,22.0,50.0,0.758621,367.0,113.877,0,0,0,0,0
org::eclipse::jdt::internal::core::util::FieldInfo,19,5,0,5,166.0,47.0,873.684,146.0,39.0,768.421,20.0,18.0,105.263,322.714,840.189,0,0,0,0,0
org::eclipse::jdt::internal::formatter::FormatJavadoc,2,0,0,1,14.0,14.0,7.0,0.0,0.0,0.0,14.0,14.0,7.0,914.286,128.571,0,0,0,0,0
org::eclipse::jdt::internal::compiler::codegen::IntegerCache,32,4,0,6,637.0,155.0,199.063,629.0,155.0,196.563,8.0,9.0,0.25,367.0,749.404,0,0,0,0,0
org::eclipse::jdt::core::search::PackageReferenceMatch,21,4,0,5,144.0,23.0,685.714,58.0,17.0,27.619,86.0,23.0,409.524,227.571,35.755,1,0,0,0,0
org::eclipse::jdt::internal::compiler::parser::RecoveredMethod,84,9,0,8,1426.0,437.0,169.762,1057.0,437.0,125.833,369.0,117.0,439.286,367.0,968.127,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::MethodPattern,81,7,0,8,1723.0,380.0,212.716,1509.0,182.0,186.296,214.0,322.0,264.198,367.0,120.512,1,0,0,0,0
org::eclipse::jdt::internal::core::eval::EvaluationContextWrapper,77,6,0,7,1332.0,403.0,172.987,1218.0,403.0,158.182,114.0,81.0,148.052,367.0,452.638,0,0,0,0,0
org::eclipse::jdt::internal::compiler::flow::InitializationFlowContext,24,3,0,4,337.0,85.0,140.417,301.0,85.0,125.417,36.0,27.0,1.5,367.0,501.865,2,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::Assignment,113,9,0,9,1169.0,162.0,103.451,993.0,185.0,878.761,176.0,31.0,155.752,367.0,126.459,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::TypeVariableBinding,114,3,0,9,1591.0,198.0,139.561,857.0,111.0,751.754,734.0,198.0,64.386,230.857,635.575,1,0,1,0,0
org::eclipse::jdt::internal::core::util::RecordedParsingInformation,9,5,0,4,28.0,9.0,311.111,12.0,4.0,133.333,16.0,9.0,177.778,228.143,235.714,0,0,0,0,0
org::eclipse::jdt::core::formatter::CodeFormatter,26,11,0,8,243.0,129.0,934.615,58.0,15.0,223.077,185.0,114.0,711.538,246.571,187.309,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::MagicLiteral,18,4,0,4,119.0,31.0,661.111,123.0,31.0,683.333,-4.0,5.0,-0.222222,367.0,674.886,0,0,0,0,0
org::eclipse::jdt::internal::core::BufferCache,26,6,0,5,160.0,54.0,615.385,138.0,54.0,530.769,22.0,12.0,0.846154,367.0,998.339,0,0,0,0,0
org::eclipse::jdt::internal::compiler::classfmt::AnnotationInfo,7,2,0,3,740.0,381.0,105.714,16.0,9.0,228.571,724.0,381.0,103.429,164.714,206.807,0,0,0,0,0
org::eclipse::jdt::core::dom::rewrite::ListRewrite,16,2,0,8,226.0,46.0,14.125,80.0,18.0,5.0,146.0,33.0,9.125,220.143,409.937,0,0,0,0,0
org::eclipse::jdt::internal::formatter::FormatJavadocReference,4,2,0,1,9.0,6.0,2.25,19.0,7.0,4.75,-10.0,0.0,-2.5,914.286,128.571,0,0,0,0,0
org::eclipse::jdt::internal::core::CreateInitializerOperation,38,5,0,7,283.0,116.0,744.737,276.0,116.0,726.316,7.0,8.0,0.184211,367.0,629.692,0,0,0,0,0
org::eclipse::jdt::internal::core::dom::rewrite::TokenScanner,15,5,0,7,71.0,20.0,473.333,451.0,193.0,300.667,-380.0,0.0,-253.333,220.143,345.775,0,0,0,0,0
org::eclipse::jdt::internal::core::builder::AbortIncrementalBuildException,9,4,0,5,15.0,5.0,166.667,13.0,5.0,144.444,2.0,1.0,0.222222,316.714,105.933,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ReadManager,2,0,0,1,51.0,51.0,25.5,29.0,29.0,14.5,22.0,22.0,11.0,957.143,357.143,2,0,0,0,0
org::eclipse::jdt::core::search::SearchMatch,40,3,0,7,843.0,117.0,21.075,378.0,79.0,9.45,465.0,75.0,11.625,236.0,351.466,0,0,0,0,0
org::eclipse::jdt::core::dom::rewrite::TargetSourceRangeComputer,5,1,0,4,23.0,7.0,4.6,12.0,4.0,2.4,11.0,7.0,2.2,179.857,14.205,0,0,0,0,0
org::eclipse::jdt::internal::core::index::DiskIndex,92,10,0,9,4436.0,799.0,482.174,1611.0,370.0,175.109,2825.0,799.0,307.065,228.429,786.207,0,0,0,0,0
org::eclipse::jdt::internal::core::JarEntryDirectory,3,0,0,1,20.0,12.0,666.667,47.0,47.0,156.667,-27.0,12.0,-9.0,667.143,0,0,0,0,0,0
org::eclipse::jdt::internal::eval::CodeSnippetReturnStatement,49,6,0,6,506.0,137.0,103.265,498.0,137.0,101.633,8.0,13.0,0.163265,367.0,51.083,1,0,0,0,0
org::eclipse::jdt::internal::core::util::RuntimeVisibleParameterAnnotationsAttribute,6,3,0,3,142.0,68.0,236.667,6.0,4.0,1.0,136.0,68.0,226.667,222.857,106.881,0,0,0,0,0
org::eclipse::jdt::internal::compiler::impl::LongConstant,35,6,0,6,178.0,54.0,508.571,197.0,54.0,562.857,-19.0,9.0,-0.542857,367.0,611.862,0,0,0,0,0
org::eclipse::jdt::internal::compiler::parser::RecoveredType,80,11,0,7,1549.0,505.0,193.625,1280.0,505.0,16.0,269.0,138.0,33.625,367.0,966.581,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::SyntheticArgumentBinding,22,4,0,5,137.0,56.0,622.727,125.0,56.0,568.182,12.0,5.0,0.545455,367.0,746.257,0,0,0,0,0
org::eclipse::jdt::core::CompletionRequestor,19,4,0,5,243.0,60.0,127.895,50.0,21.0,263.158,193.0,60.0,101.579,219.857,136.486,0,0,0,0,0
org::eclipse::jdt::core::search::TypeDeclarationMatch,17,3,0,4,106.0,23.0,623.529,24.0,6.0,141.176,82.0,23.0,482.353,227.571,922.237,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedAllocationExpression,38,4,0,5,276.0,77.0,726.316,237.0,77.0,623.684,39.0,15.0,102.632,367.0,997.935,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::EqualExpression,91,9,0,9,4093.0,543.0,44.978,2902.0,552.0,318.901,1191.0,329.0,130.879,367.0,145.419,0,0,0,0,0
org::eclipse::jdt::internal::core::jdom::CompilationUnit,30,4,0,4,187.0,54.0,623.333,179.0,54.0,596.667,8.0,4.0,0.266667,367.0,380.183,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::ConstructorLocator,38,3,0,8,436.0,124.0,114.737,248.0,50.0,652.632,188.0,106.0,494.737,248.571,710.465,1,0,0,0,0
org::eclipse::jdt::internal::compiler::parser::RecoveredUnit,47,7,0,7,622.0,205.0,13.234,535.0,205.0,11.383,87.0,59.0,185.106,367.0,835.916,0,0,0,0,0
org::eclipse::jdt::internal::core::dom::rewrite::LineInformation,4,2,0,3,4.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,133.143,187.857,0,0,0,0,0
org::eclipse::jdt::internal::core::TypeParameterElementInfo,4,3,0,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,198.143,452.857,0,0,0,0,0
org::eclipse::jdt::internal::eval::CodeSnippetMessageSend,79,9,0,8,1117.0,282.0,141.392,963.0,282.0,121.899,154.0,52.0,194.937,367.0,104.602,2,0,0,0,0
org::eclipse::jdt::core::dom::EnumDeclaration,35,7,0,6,812.0,197.0,23.2,141.0,20.0,402.857,671.0,197.0,191.714,226.0,471.024,0,0,0,0,0
org::eclipse::jdt::core::search::LocalVariableDeclarationMatch,17,3,0,4,106.0,23.0,623.529,24.0,6.0,141.176,82.0,23.0,482.353,227.571,922.237,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnSingleTypeReference,39,5,0,7,247.0,63.0,633.333,140.0,63.0,358.974,107.0,33.0,274.359,367.0,119.432,0,0,0,0,0
org::eclipse::jdt::core::dom::PostfixExpression,37,14,0,7,513.0,235.0,138.649,322.0,235.0,87.027,191.0,83.0,516.216,333.143,655.792,0,0,0,0,0
org::eclipse::jdt::internal::core::search::indexing::IndexRequest,31,5,0,7,149.0,28.0,480.645,153.0,28.0,493.548,-4.0,14.0,-0.129032,334.571,649.636,0,0,0,0,0
org::eclipse::jdt::internal::core::util::AnnotationDefaultAttribute,6,3,0,3,108.0,51.0,18.0,6.0,4.0,1.0,102.0,51.0,17.0,222.571,113.611,0,0,0,0,0
org::eclipse::jdt::core::dom::TryStatement,38,13,0,7,526.0,195.0,138.421,315.0,195.0,828.947,211.0,91.0,555.263,333.143,715.997,0,0,0,0,0
org::eclipse::jdt::core::dom::VariableDeclaration,18,7,0,7,271.0,100.0,150.556,132.0,100.0,733.333,139.0,60.0,772.222,333.143,523.927,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodTypeParameter,12,4,0,5,100.0,44.0,833.333,12.0,4.0,1.0,88.0,44.0,733.333,218.857,130.314,0,0,0,0,0
